brand_name,brand_freq,snowdrop_name,address_norm,country,city,website,website_match,target,calculated_weights,split
Toyota,20,Toyota Shop,890 Oak Ave,Canada,Toronto,www.toyota.de,0.932,verified,1.515,TRAIN
Coca-Cola,30,Coca-Cola Direct,4128 Second Ave,UK,Birmingham,www.coca-cola.org,1.0,verified,1.147,TRAIN
Elite Home,4,Elite Home Outlet,1155 Second Ave,USA,Chicago,www.elitehome.co.uk,0.89,not_verified,2.42,TRAIN
Mercedes,17,Authentic Mercedes,3730 Park Rd,Germany,Stuttgart,www.mercedes.fr,0.871,verified,1.435,TRAIN
Spotify,18,Spotify Online,,France,Lyon,www.spotify.co.uk,0.88,verified,1.606,TRAIN
Microsoft,18,Quality Microsoft,7392 Market St,France,Nice,www.microsoft.fr,0.823,verified,1.133,VALIDATE
Digital Travel,12,Digital Travel Shop,6627 First St,Germany,Munich,www.digitaltravel.net,0.977,verified,1.576,VALIDATE
Samsung,27,Samsung Official,5184 Main St,France,Paris,www.samsung.net,0.883,verified,0.986,TRAIN
Max Auto,6,Original Max Auto,,Canada,Edmonton,www.maxauto.net,0.877,verified,1.27,TRAIN
Netflix,26,Netflix Online,6382 Market St,Canada,Edmonton,,0.0,verified,0.96,TEST
McDonald's,18,McDonald's,1939 Second Ave,USA,Chicago,www.mcdonalds.fr,0.932,verified,1.496,TRAIN
UniqueShop059,1,UniqueShop059 Market,97 Market St,Germany,Berlin,www.uniqueshop059.org,0.888,not_verified,2.836,TRAIN
Smart Games,6,Smart Games Store,1037 Hill Rd,Germany,Munich,www.smartgames.de,0.93,verified,1.096,VALIDATE
Google,15,Google Store,9595 Main St,Canada,Calgary,www.google.co.uk,0.812,not_verified,1.125,TRAIN
Microsoft,18,Microsoft,1190 Park Rd,Canada,Vancouver,www.microsoft.co.uk,0.963,not_verified,1.674,TRAIN
Netflix,26,Netflix Official,8239 Main St,France,Marseille,,0.0,verified,1.193,TRAIN
Coca-Cola,30,Coca-Cola,4749 Hill Rd,UK,,www.coca-cola.net,0.988,verified,0.921,VALIDATE
Ford,24,Ford Direct,4938 Second Ave,Canada,Toronto,www.ford.net,0.93,verified,0.94,TRAIN
